user_id,user_type,location_id,selected_category_ids
prof_4132,professional,58,84;86
prof_4133,professional,40,25;28;29;30
prof_4134,professional,53,64;66;69
prof_4135,professional,41,92;95
prof_4136,professional,58,36;37;39
prof_4137,professional,25,3;5;6;7;9
prof_4138,professional,28,75;77;78;79;81
prof_4139,professional,18,16;18;19;22
prof_4140,professional,20,33;34;36;37
prof_4141,professional,15,87;90
prof_4142,professional,20,52;53;54;55
prof_4143,professional,60,74;76;77
prof_4144,professional,48,19;20;22
prof_4145,professional,46,2
prof_4146,professional,1,59;60
prof_4147,professional,21,8
prof_4148,professional,5,30;33
prof_4149,professional,49,29;32
prof_4150,professional,55,81;83;84;85
prof_4151,professional,21,44;47;49
prof_4152,professional,4,66;69
prof_4153,professional,4,90;92;95
prof_4154,professional,32,25
prof_4155,professional,54,32;34
prof_4156,professional,33,84
prof_4157,professional,6,15;17
prof_4158,professional,24,76;77
prof_4159,professional,2,24;25
prof_4160,professional,47,81;83
prof_4161,professional,48,92
prof_4162,professional,49,91;92;94
prof_4163,professional,55,79;82;83
prof_4164,professional,31,24;27;30
prof_4165,professional,55,35;37;38
prof_4166,professional,57,1;2
prof_4167,professional,28,90;91;92;94
prof_4168,professional,54,30
prof_4169,professional,41,82;83
prof_4170,professional,2,56;57
prof_4171,professional,6,3
prof_4172,professional,25,86;88;89;90
prof_4173,professional,43,81;83;84;86
prof_4174,professional,34,75;78
prof_4175,professional,37,91
prof_4176,professional,3,4;7;8;9
prof_4177,professional,14,38;39;40;41
prof_4178,professional,3,96;97
prof_4179,professional,19,44;46;49
prof_4180,professional,13,61;62;63;64
prof_4181,professional,57,58
prof_4182,professional,22,38;39
prof_4183,professional,43,27
prof_4184,professional,60,93;95;96
prof_4185,professional,29,21
prof_4186,professional,7,49;50;51
prof_4187,professional,5,99
prof_4188,professional,16,49;52
prof_4189,professional,30,84;87
prof_4190,professional,12,43;44;45
prof_4191,professional,17,91;93;94;95
prof_4192,professional,56,38;41;42
prof_4193,professional,3,88
prof_4194,professional,2,59;61
prof_4195,professional,59,23;24;27
prof_4196,professional,14,77;80
prof_4197,professional,22,57;59;62
prof_4198,professional,29,59
prof_4199,professional,34,69;70
prof_4200,professional,19,93;95;96;98
prof_4201,professional,58,65;67;68;70
prof_4202,professional,47,67
prof_4203,professional,31,81
prof_4204,professional,35,16;17;18;19;21
prof_4205,professional,28,40;41
prof_4206,professional,32,95;96;97;98;99
prof_4207,professional,24,64;65;66
prof_4208,professional,40,25;27;28
prof_4209,professional,32,46;48
prof_4210,professional,23,2;3;4;7
prof_4211,professional,51,4;5
prof_4212,professional,38,63;65;66;68
prof_4213,professional,26,93;95;96;97
prof_4214,professional,12,54;56;57
prof_4215,professional,35,4;5;6
prof_4216,professional,24,71;72;73;76
prof_4217,professional,36,24;27
prof_4218,professional,52,54;57
prof_4219,professional,7,95;96;97;98
prof_4220,professional,40,48;51
prof_4221,professional,42,17;18;20
prof_4222,professional,56,95;97;98;99
prof_4223,professional,23,51;52
prof_4224,professional,57,10;11;12;13
prof_4225,professional,50,95;97;98;99
prof_4226,professional,31,47;48;49
prof_4227,professional,12,61;63;65;66
prof_4228,professional,18,39
prof_4229,professional,6,87;89;91
prof_4230,professional,48,74
prof_4231,professional,44,24;25;26;28
prof_4232,professional,21,34;36
prof_4233,professional,17,47;48;49;52
prof_4234,professional,9,45;46;48;51
prof_4235,professional,41,88;91;94
prof_4236,professional,21,93;96;97;99
prof_4237,professional,32,87;88;90;91
prof_4238,professional,35,45
prof_4239,professional,33,63;65
prof_4240,professional,28,45
prof_4241,professional,44,48;50;51;54
prof_4242,professional,29,43;45;46;48
prof_4243,professional,25,43;44;45;46
prof_4244,professional,53,98
prof_4245,professional,59,23
prof_4246,professional,46,95;96;97;98
prof_4247,professional,14,19;22;24
prof_4248,professional,27,24;26;27
prof_4249,professional,32,26;27;28;29
prof_4250,professional,31,2;3;4
prof_4251,professional,23,72;74;77
prof_4252,professional,27,67;69
prof_4253,professional,39,90;91
prof_4254,professional,22,54;56
prof_4255,professional,49,91;92;93;94;97
prof_4256,professional,24,62;63;65;68
prof_4257,professional,33,1
prof_4258,professional,53,92
prof_4259,professional,39,40;42
prof_4260,professional,54,40
prof_4261,professional,56,67
prof_4262,professional,22,12;13;14;15;18
prof_4263,professional,21,92
prof_4264,professional,44,17;20;21
prof_4265,professional,14,24
prof_4266,professional,31,49;51;52
prof_4267,professional,19,47
prof_4268,professional,41,77;78;80
prof_4269,professional,18,61
prof_4270,professional,54,35;36;38
prof_4271,professional,52,66
prof_4272,professional,44,70
prof_4273,professional,24,10;12;13;15
prof_4274,professional,52,40;43;44;45
prof_4275,professional,32,70;71
prof_4276,professional,46,40;41
prof_4277,professional,4,70;71;72;73;75
prof_4278,professional,1,11;13
prof_4279,professional,6,43
prof_4280,professional,15,26;29;31
prof_4281,professional,43,55;57;58;59
prof_4282,professional,18,54;55
prof_4283,professional,56,84
prof_4284,professional,55,3;5;6
prof_4285,professional,60,51;52;53;55
prof_4286,professional,26,53;56;57;59
prof_4287,professional,14,78;80;81
prof_4288,professional,55,24
prof_4289,professional,45,36
prof_4290,professional,37,65;66;67;68;69
prof_4291,professional,32,9;10;11;12
prof_4292,professional,35,77;79;82
prof_4293,professional,40,98;99
prof_4294,professional,16,87;89;90;92
prof_4295,professional,49,82;84
prof_4296,professional,56,82
prof_4297,professional,14,86
prof_4298,professional,2,7;9
prof_4299,professional,18,76;78
prof_4300,professional,14,65;67;68
prof_4301,professional,34,42
prof_4302,professional,47,44;45
prof_4303,professional,9,21;24
prof_4304,professional,4,76
prof_4305,professional,27,83;84;86
prof_4306,professional,5,32
prof_4307,professional,18,22;24;25;28
prof_4308,professional,58,67;68;70;72
prof_4309,professional,19,48;49;51
prof_4310,professional,10,73;74;75
prof_4311,professional,9,30;31;33
prof_4312,professional,9,88
prof_4313,professional,33,83;86
prof_4314,professional,9,56;57;58
prof_4315,professional,30,41;42;44;45
prof_4316,professional,27,81;82;83;84;85
prof_4317,professional,35,72
prof_4318,professional,10,77
prof_4319,professional,13,79;80;82;85
prof_4320,professional,40,17;18
prof_4321,professional,40,1;2;4;5;6
prof_4322,professional,50,92
prof_4323,professional,4,24;25;26;27
prof_4324,professional,49,57;58;60
prof_4325,professional,45,62;64
prof_4326,professional,22,83;85;86;87
prof_4327,professional,17,86
prof_4328,professional,23,91
prof_4329,professional,52,93;95;96;97
prof_4330,professional,22,27
prof_4331,professional,51,73;75;76
prof_4332,professional,17,34;35;36;37
prof_4333,professional,43,89
prof_4334,professional,42,4;7
prof_4335,professional,45,36
prof_4336,professional,52,1
prof_4337,professional,55,18;19
prof_4338,professional,43,40;41;42;43
prof_4339,professional,42,61;64;66
prof_4340,professional,15,13
prof_4341,professional,53,5
prof_4342,professional,26,93;96
prof_4343,professional,37,28;31;33
prof_4344,professional,59,73
prof_4345,professional,26,52;53;55;56
prof_4346,professional,10,7;9;11;12
prof_4347,professional,39,43;45;46;48
prof_4348,professional,29,67
prof_4349,professional,59,87;88;90
prof_4350,professional,7,91;92;94
prof_4351,professional,49,33;36;39
prof_4352,professional,33,9;10;12
prof_4353,professional,13,47;50;51
prof_4354,professional,10,69;70
prof_4355,professional,9,69;70
prof_4356,professional,45,58;60
prof_4357,professional,58,12
prof_4358,professional,36,6
prof_4359,professional,45,90;93
prof_4360,professional,7,70;71;72
prof_4361,professional,13,22;25;26
prof_4362,professional,24,64;65;67;69
prof_4363,professional,36,100
prof_4364,professional,15,34;36;37;39
prof_4365,professional,22,92
prof_4366,professional,12,35
prof_4367,professional,12,12;13;14;15
prof_4368,professional,46,74;75;76
prof_4369,professional,4,66;68;69;70
prof_4370,professional,50,66;67;68;71
prof_4371,professional,27,17;18;19;21
prof_4372,professional,35,46;47
prof_4373,professional,37,18;19
prof_4374,professional,54,20;23
prof_4375,professional,59,85
prof_4376,professional,13,26;27;30
prof_4377,professional,46,42;43
prof_4378,professional,60,92;94
prof_4379,professional,21,35;37;38;40
prof_4380,professional,54,2;5;7
prof_4381,professional,22,1
prof_4382,professional,17,56;57;59
prof_4383,professional,32,2;3;5;6
prof_4384,professional,58,27;30;31;33
prof_4385,professional,59,75;76;78
prof_4386,professional,13,8;11;12;14
prof_4387,professional,55,94
prof_4388,professional,12,54;55;56;57;59
prof_4389,professional,36,39;41
prof_4390,professional,35,75;77;79
prof_4391,professional,36,67;69;70;73
prof_4392,professional,24,34;35;36
prof_4393,professional,46,54
prof_4394,professional,40,64;65;67;69
prof_4395,professional,16,23;25
prof_4396,professional,22,22;24;25;27
prof_4397,professional,26,19;21;22
prof_4398,professional,25,12
prof_4399,professional,34,1;3
prof_4400,professional,41,77;79;81
prof_4401,professional,8,16;18;21
prof_4402,professional,10,38;39
prof_4403,professional,2,55;56;57;58;59
prof_4404,professional,15,49;52;55
prof_4405,professional,42,65;66;68
prof_4406,professional,9,25;28
prof_4407,professional,53,38;39;42
prof_4408,professional,57,22
prof_4409,professional,29,23;24;26;28
prof_4410,professional,2,11;14
prof_4411,professional,47,26;28;29
prof_4412,professional,23,100
prof_4413,professional,38,57;58;61
prof_4414,professional,20,36;39
prof_4415,professional,16,93
prof_4416,professional,25,97;98;99
prof_4417,professional,44,76;79
prof_4418,professional,33,19
prof_4419,professional,54,62;63;65;66
prof_4420,professional,55,1
prof_4421,professional,23,86;87;88;89
prof_4422,professional,29,80
prof_4423,professional,10,59
prof_4424,professional,45,100
prof_4425,professional,4,68;70;71;73
prof_4426,professional,19,88
prof_4427,professional,23,64
prof_4428,professional,31,37
prof_4429,professional,34,63;64;66;68
prof_4430,professional,11,53
prof_4431,professional,34,18;20
prof_4432,professional,43,44
prof_4433,professional,25,8;9;11
prof_4434,professional,37,22;24;26
prof_4435,professional,10,52;55
prof_4436,professional,18,47;48;50;51;52
prof_4437,professional,47,97;100
prof_4438,professional,19,86;87;90
prof_4439,professional,23,100
prof_4440,professional,25,51
prof_4441,professional,26,45
prof_4442,professional,46,28;29;31
prof_4443,professional,53,99;100
prof_4444,professional,18,90;92;93;94
prof_4445,professional,39,54;56;57
prof_4446,professional,21,67
prof_4447,professional,56,93
prof_4448,professional,3,15;16
prof_4449,professional,29,33;34
prof_4450,professional,38,76;77;78;79
prof_4451,professional,26,14;15
prof_4452,professional,7,25;26;28
prof_4453,professional,4,53;55;56
prof_4454,professional,15,32;34;35;36;37
prof_4455,professional,21,55;56
prof_4456,professional,3,7
prof_4457,professional,4,50;53;55
prof_4458,professional,45,25;26;27
prof_4459,professional,11,22
prof_4460,professional,25,13;16
prof_4461,professional,56,46;49;52
prof_4462,professional,55,44;47;48
prof_4463,professional,48,49
prof_4464,professional,37,2;3;4
prof_4465,professional,22,38;40;41
prof_4466,professional,22,67;69
prof_4467,professional,51,13;15;16
prof_4468,professional,47,26;27;28;31
prof_4469,professional,36,60;61;63;66
prof_4470,professional,57,18
prof_4471,professional,16,30;31;33;35
prof_4472,professional,10,21;22;23;24;25
prof_4473,professional,49,20;23;26
prof_4474,professional,37,17;20;22;23
prof_4475,professional,11,60;61;64
prof_4476,professional,5,69;70;72
prof_4477,professional,9,78;81;82;83
prof_4478,professional,45,95;97;98
prof_4479,professional,6,39;42;43
prof_4480,professional,44,52;55
prof_4481,professional,21,17
prof_4482,professional,47,62;64
prof_4483,professional,59,70;71;72
prof_4484,professional,36,18;20;22
prof_4485,professional,40,15;16
prof_4486,professional,20,93;94;96
prof_4487,professional,23,8;9;10;11
prof_4488,professional,55,84;85
prof_4489,professional,57,94;97;98
prof_4490,professional,17,87;90
prof_4491,professional,3,92;93;94;95
prof_4492,professional,13,29;31;34
prof_4493,professional,58,30;32;33
prof_4494,professional,49,46
prof_4495,professional,57,50
prof_4496,professional,39,36;37;38
prof_4497,professional,20,14;15;17
prof_4498,professional,10,69
prof_4499,professional,19,20;21;23
prof_4500,professional,1,94;95;97;100
prof_4501,professional,44,51;53
prof_4502,professional,50,26
prof_4503,professional,56,81;82;83;84;86
prof_4504,professional,43,23;25
prof_4505,professional,50,96;97;98;99
prof_4506,professional,38,21;24
prof_4507,professional,45,11;12;13
prof_4508,professional,54,17;19
prof_4509,professional,16,100
prof_4510,professional,25,62;63;64
prof_4511,professional,57,76;77;78
prof_4512,professional,9,86;88;89;92
prof_4513,professional,58,60;61
prof_4514,professional,54,84;85;86;87;89
prof_4515,professional,3,29;30;32
prof_4516,professional,37,46;49;50;52
prof_4517,professional,41,88;91
prof_4518,professional,46,72
prof_4519,professional,8,38;39;41
prof_4520,professional,34,89;90;91
prof_4521,professional,42,17;19;21
prof_4522,professional,49,53;56
prof_4523,professional,16,1;4
prof_4524,professional,2,5
prof_4525,professional,12,27;28;30
prof_4526,professional,47,68
prof_4527,professional,3,37;40
prof_4528,professional,12,86
prof_4529,professional,16,80
prof_4530,professional,60,1;2;4
prof_4531,professional,19,57
prof_4532,professional,35,22;25
prof_4533,professional,26,24;27;28;29
prof_4534,professional,47,77;80;81;83
prof_4535,professional,58,91;94;96
prof_4536,professional,8,21;22
prof_4537,professional,46,4;5;6;7
prof_4538,professional,26,52;53;56
prof_4539,professional,57,86;87;88
prof_4540,professional,56,78;80;83
prof_4541,professional,60,7;9
prof_4542,professional,19,29;31;32;33;34
prof_4543,professional,36,26;28;31
prof_4544,professional,21,6;8;11
prof_4545,professional,17,55;56;58;59;61
prof_4546,professional,46,11;14;16;17
prof_4547,professional,25,71
prof_4548,professional,55,81;83
prof_4549,professional,56,22;24;25;26;27
prof_4550,professional,19,3;5
prof_4551,professional,34,1;2;3;4
prof_4552,professional,37,69;70;72
prof_4553,professional,42,28;30
prof_4554,professional,20,63;64
prof_4555,professional,60,42;44;45;46;47
prof_4556,professional,12,34;36;38;39
prof_4557,professional,12,51;53;54;55
prof_4558,professional,31,1
prof_4559,professional,18,79
prof_4560,professional,5,25;26;27;29
prof_4561,professional,22,95
prof_4562,professional,6,61;63;64;66
prof_4563,professional,37,57;60
prof_4564,professional,43,3;4;5
prof_4565,professional,3,80;81;83;84
prof_4566,professional,32,63
prof_4567,professional,38,84;85;87
prof_4568,professional,50,43;44;45;47;48
prof_4569,professional,39,83;86;89
prof_4570,professional,54,23
prof_4571,professional,39,59;61;63
prof_4572,professional,59,83;84
prof_4573,professional,26,30;31;32;33
prof_4574,professional,17,34;35;38
prof_4575,professional,50,35;37;38
prof_4576,professional,49,19;22;24
prof_4577,professional,40,97
prof_4578,professional,3,39;41
prof_4579,professional,21,38;41
prof_4580,professional,53,29;30;31
prof_4581,professional,59,52;55
prof_4582,professional,11,1;2
prof_4583,professional,3,9;11;14
prof_4584,professional,6,73;74
prof_4585,professional,12,26;28
prof_4586,professional,2,8;10;11
prof_4587,professional,15,49;52
prof_4588,professional,33,31;33
prof_4589,professional,58,62;63;64;65
prof_4590,professional,7,73
prof_4591,professional,16,71;74
prof_4592,professional,34,28
prof_4593,professional,18,70;71;72
prof_4594,professional,47,10;12
prof_4595,professional,24,65;67
prof_4596,professional,55,47;49
prof_4597,professional,23,26;27
prof_4598,professional,14,51;52
prof_4599,professional,14,61
prof_4600,professional,16,72;73;75
prof_4601,professional,38,7
prof_4602,professional,33,74;77
prof_4603,professional,19,78
prof_4604,professional,39,34
prof_4605,professional,1,1;2
prof_4606,professional,33,28;30
prof_4607,professional,26,53;55
prof_4608,professional,14,12;13;15;18
prof_4609,professional,8,48
prof_4610,professional,3,29;32
prof_4611,professional,20,13;14;15
prof_4612,professional,27,95;97;98
prof_4613,professional,27,92
prof_4614,professional,5,69;72
prof_4615,professional,49,39;40;41;42
prof_4616,professional,52,39
prof_4617,professional,15,12;13;15
prof_4618,professional,28,17;19
prof_4619,professional,53,73;75;76;77;78
prof_4620,professional,36,63;65;68
prof_4621,professional,22,38;39;40;43
prof_4622,professional,4,81;84;86
prof_4623,professional,44,31;32;33
prof_4624,professional,48,79;82;84;85
prof_4625,professional,48,50;53;56
prof_4626,professional,50,56;58;59
prof_4627,professional,13,23;26;27;28;29
prof_4628,professional,20,50;53
prof_4629,professional,50,60;61;62;64
prof_4630,professional,31,73;75;78
prof_4631,professional,21,28;30;32;33
prof_4632,professional,30,56
prof_4633,professional,50,64;67;68;69
prof_4634,professional,37,56;57
prof_4635,professional,10,73;75;76
prof_4636,professional,13,22
prof_4637,professional,60,2;4;5;7
prof_4638,professional,20,37;38;40
prof_4639,professional,33,58;60
prof_4640,professional,43,77;79;81
prof_4641,professional,27,26;28
prof_4642,professional,9,86;88;89;91
prof_4643,professional,18,78;80;83
prof_4644,professional,46,44
prof_4645,professional,20,82;84;87
prof_4646,professional,2,6;7;9;10
prof_4647,professional,49,63;65
prof_4648,professional,32,9;10;11
prof_4649,professional,10,14;15;16
prof_4650,professional,53,59;61;62
prof_4651,professional,19,59
prof_4652,professional,7,74;75;77;78
prof_4653,professional,57,87;88;89
prof_4654,professional,24,14;16
prof_4655,professional,58,27
prof_4656,professional,9,36;37;39;40
prof_4657,professional,56,49
prof_4658,professional,25,47;50;51
prof_4659,professional,37,55;57
prof_4660,professional,20,79;82
prof_4661,professional,23,66;68
prof_4662,professional,43,26;27;28
prof_4663,professional,56,45;47;50
prof_4664,professional,51,52
prof_4665,professional,11,67;69;70;72
prof_4666,professional,32,2;3;5
prof_4667,professional,12,65;66;67;68
prof_4668,professional,28,14
prof_4669,professional,54,4;6;7;8
prof_4670,professional,15,37;40
prof_4671,professional,37,1;3;5
prof_4672,professional,51,25;26
prof_4673,professional,43,84;86;87;89
prof_4674,professional,46,67;68;69
prof_4675,professional,56,10;11
prof_4676,professional,23,65;66;68;70;71
prof_4677,professional,38,28
prof_4678,professional,6,47;49;50
prof_4679,professional,31,69;70
prof_4680,professional,3,75
prof_4681,professional,52,6;7;8;10
prof_4682,professional,56,1;2;3;4
prof_4683,professional,19,26;28;30
prof_4684,professional,1,14;16;19
prof_4685,professional,54,76;77;78;79
prof_4686,professional,36,96;98;100
prof_4687,professional,43,24;27
prof_4688,professional,26,33;35
prof_4689,professional,55,60
prof_4690,professional,46,29;32
prof_4691,professional,2,83;84;85;86
prof_4692,professional,47,51;53;54;55
prof_4693,professional,55,44;46;48;49
prof_4694,professional,39,51;52;54;55;56
prof_4695,professional,55,68;69;70
prof_4696,professional,42,27;28;29;30
prof_4697,professional,57,21;23;24
prof_4698,professional,34,27;29;30;32
prof_4699,professional,14,7;9;10;11
prof_4700,professional,47,91;93
prof_4701,professional,56,62;65;67
prof_4702,professional,31,10;12
prof_4703,professional,23,6;8;9
prof_4704,professional,23,83;84;85;88
prof_4705,professional,42,18;20;21;23
prof_4706,professional,48,25;26
prof_4707,professional,44,75;78
prof_4708,professional,3,87;88;90;92
prof_4709,professional,16,40;43;45
prof_4710,professional,29,69;72;73;74
prof_4711,professional,13,95;96;97;99
prof_4712,professional,22,65
prof_4713,professional,14,1;2;3
prof_4714,professional,27,27
prof_4715,professional,55,37;38;39;40;42
prof_4716,professional,56,53;54;55;58
prof_4717,professional,45,26;28;29;30
prof_4718,professional,14,12;14;15;18
prof_4719,professional,48,52
prof_4720,professional,30,53;55;56;57
prof_4721,professional,18,6
prof_4722,professional,24,100
prof_4723,professional,5,58
prof_4724,professional,4,1;3;4
prof_4725,professional,13,40;41
prof_4726,professional,4,79;80;81;82;83
prof_4727,professional,2,52;55;58
prof_4728,professional,7,65
prof_4729,professional,58,84
prof_4730,professional,40,51;54;55;56;57
prof_4731,professional,50,61
prof_4732,professional,57,79;81;82
prof_4733,professional,4,42;44
prof_4734,professional,12,60;61
prof_4735,professional,52,17;19;20
prof_4736,professional,36,9;12;13;15
prof_4737,professional,43,12;13;16
prof_4738,professional,46,18;20
prof_4739,professional,55,58;59
prof_4740,professional,1,79;80
prof_4741,professional,18,25;26
prof_4742,professional,2,30
prof_4743,professional,6,33;36;37;38;39
prof_4744,professional,21,17;18;20
prof_4745,professional,29,78;81
prof_4746,professional,4,64
prof_4747,professional,28,15;16;17;19
prof_4748,professional,34,14;17;19;20
prof_4749,professional,38,52;54;55;56;57
prof_4750,professional,20,57;59;60
prof_4751,professional,47,22;24
prof_4752,professional,15,66;68
prof_4753,professional,39,37
prof_4754,professional,54,11;13
prof_4755,professional,12,26;27;29
prof_4756,professional,4,25;26;28;29;30
prof_4757,professional,33,24;25;27;28;30
prof_4758,professional,42,51;52;53;54;56
prof_4759,professional,34,29
prof_4760,professional,11,94;96;97;98
prof_4761,professional,51,61;64;66
prof_4762,professional,43,52
prof_4763,professional,5,21;24
prof_4764,professional,51,24;25;27
prof_4765,professional,28,59
prof_4766,professional,13,90;92;94
prof_4767,professional,37,88
prof_4768,professional,53,26
prof_4769,professional,49,85
prof_4770,professional,3,40;42;43
prof_4771,professional,7,54
prof_4772,professional,51,95;96
prof_4773,professional,27,85;88
prof_4774,professional,39,92
prof_4775,professional,38,48
prof_4776,professional,29,92;95;96
prof_4777,professional,10,68;70;72
prof_4778,professional,44,25;28;29
prof_4779,professional,30,3
prof_4780,professional,8,2;5;6
prof_4781,professional,40,32
prof_4782,professional,58,44
prof_4783,professional,13,75
prof_4784,professional,2,2;3;5;6;8
prof_4785,professional,6,25;26;27;28
prof_4786,professional,56,63;64;65
prof_4787,professional,1,37;38
prof_4788,professional,37,69;70
prof_4789,professional,27,42;45
prof_4790,professional,53,71
prof_4791,professional,60,50;52;53
prof_4792,professional,57,64
prof_4793,professional,5,12;13;15
prof_4794,professional,49,82;85;88
prof_4795,professional,22,47;49
prof_4796,professional,13,59
prof_4797,professional,50,68;71;73;74
prof_4798,professional,7,25;27;29
prof_4799,professional,1,90;91
prof_4800,professional,34,23;26;28;29
prof_4801,professional,59,91;92;93;95;96
prof_4802,professional,56,36;39;42
prof_4803,professional,45,25;26;28;29
prof_4804,professional,44,62;65
prof_4805,professional,50,3;4;5;6;7
prof_4806,professional,38,63;64
prof_4807,professional,23,69;70;71;72;74
prof_4808,professional,41,42;43;45
prof_4809,professional,8,77;78
prof_4810,professional,58,38;39
prof_4811,professional,16,28
prof_4812,professional,19,55
prof_4813,professional,36,24;27
prof_4814,professional,16,56;58
prof_4815,professional,14,61
prof_4816,professional,33,89;92;93
prof_4817,professional,1,62;63;64
prof_4818,professional,37,52;54;57
prof_4819,professional,13,83;85
prof_4820,professional,55,39;41;42;45
prof_4821,professional,1,33
prof_4822,professional,23,39;41;42
prof_4823,professional,1,92
prof_4824,professional,56,92;94
prof_4825,professional,56,46
prof_4826,professional,40,47;48;50
prof_4827,professional,12,27
prof_4828,professional,41,5;6
prof_4829,professional,21,9;10
prof_4830,professional,31,14;16;17;18
prof_4831,professional,43,37;38;40
prof_4832,professional,54,86;88;89;91
prof_4833,professional,20,3;4;5;7;8
prof_4834,professional,10,92;93;94;95
prof_4835,professional,28,61;63;64;66
prof_4836,professional,59,82;84;85
prof_4837,professional,2,91;92;93
prof_4838,professional,56,5;6;8
prof_4839,professional,42,48;51
prof_4840,professional,22,69;71;73;74
prof_4841,professional,29,61
prof_4842,professional,20,82;83;84
prof_4843,professional,9,42;44;45;46
prof_4844,professional,2,40;43
prof_4845,professional,33,36;38;40
prof_4846,professional,45,64
prof_4847,professional,31,88;89;90
prof_4848,professional,30,18
prof_4849,professional,17,1;4
prof_4850,professional,39,30;32;33
prof_4851,professional,5,80;82
prof_4852,professional,10,96;99;100
prof_4853,professional,46,11;14;15
prof_4854,professional,22,86
prof_4855,professional,41,43;46;47;49
prof_4856,professional,44,42;44;47
prof_4857,professional,1,70;71;72;75
prof_4858,professional,45,68;71;72;74
prof_4859,professional,57,1;3
prof_4860,professional,34,14
prof_4861,professional,29,11;13
prof_4862,professional,24,81
prof_4863,professional,5,17;20;22
prof_4864,professional,7,75
prof_4865,professional,44,6;7;8;9
prof_4866,professional,19,75;77
prof_4867,professional,18,28;29
prof_4868,professional,53,51
prof_4869,professional,5,27;28;29
prof_4870,professional,1,82;83
prof_4871,professional,25,72;75;76
prof_4872,professional,2,43;44;46;47
prof_4873,professional,49,32
prof_4874,professional,4,18;20;21;22
prof_4875,professional,52,36;39;41;42
prof_4876,professional,46,52;55;58
prof_4877,professional,40,15;17
prof_4878,professional,13,65;66;67;70
prof_4879,professional,55,6;7;9;10
prof_4880,professional,48,4;7;9
prof_4881,professional,51,23;25
prof_4882,professional,6,86;88;89
prof_4883,professional,60,66;68;69;70;71
prof_4884,professional,50,18;19;20
prof_4885,professional,51,87;89
prof_4886,professional,41,16;17;18
prof_4887,professional,1,84;86
prof_4888,professional,22,73;76
prof_4889,professional,38,88
prof_4890,professional,41,86;88;90
prof_4891,professional,29,91
prof_4892,professional,48,100
prof_4893,professional,33,67;69;70;71
prof_4894,professional,13,92;95
prof_4895,professional,7,100
prof_4896,professional,55,25
prof_4897,professional,5,77;78
prof_4898,professional,46,100
prof_4899,professional,10,68;71
prof_4900,professional,5,49;51;52
prof_4901,professional,5,84
prof_4902,professional,51,64;65;68
prof_4903,professional,24,87;89;90;91
prof_4904,professional,1,9
prof_4905,professional,39,32;33
prof_4906,professional,49,5;6
prof_4907,professional,10,8;9;10;11
prof_4908,professional,46,23;26
prof_4909,professional,18,45;48;50;51
prof_4910,professional,14,73;76
prof_4911,professional,10,49;50;53
prof_4912,professional,22,57;58;60
prof_4913,professional,8,54
prof_4914,professional,47,49;50;52
prof_4915,professional,5,42;44
prof_4916,professional,60,82;83;84;85;87
prof_4917,professional,42,46;47;49;50
prof_4918,professional,25,61;62;63
prof_4919,professional,26,1;4
prof_4920,professional,38,1
prof_4921,professional,60,93;94;96;98
prof_4922,professional,4,76;77;78
prof_4923,professional,31,76;78;79;82
prof_4924,professional,36,46
prof_4925,professional,23,95;96;98;99
prof_4926,professional,36,16;19;20;21
prof_4927,professional,34,11;13;14;16
prof_4928,professional,4,46;49;50;51
prof_4929,professional,23,85;88;90;91
prof_4930,professional,51,52;54
prof_4931,professional,5,56
prof_4932,professional,56,38;39;41;42
prof_4933,professional,20,62;64
prof_4934,professional,21,60;61;62;63
prof_4935,professional,57,95;96;97;98
prof_4936,professional,32,64;67;68
prof_4937,professional,57,23;25;26;28
prof_4938,professional,59,40;42;43
prof_4939,professional,1,97
prof_4940,professional,53,31
prof_4941,professional,27,22;23;24;26;27
prof_4942,professional,59,38;40;41;42;44
prof_4943,professional,32,38;39
prof_4944,professional,25,98
prof_4945,professional,41,23;24;25
prof_4946,professional,11,63;64;65
prof_4947,professional,49,50;52;53;55
prof_4948,professional,3,44
prof_4949,professional,6,62;65
prof_4950,professional,60,98;99
prof_4951,professional,29,82;83;84;87
prof_4952,professional,8,1;3
prof_4953,professional,24,36;37;38;39
prof_4954,professional,55,70;71;72;74
prof_4955,professional,29,43;44;45;46
prof_4956,professional,7,15;17;19
prof_4957,professional,48,77;79;80;81
prof_4958,professional,50,24;26;27
prof_4959,professional,44,32;34;36
prof_4960,professional,20,35;36;38;39;40
prof_4961,professional,2,74;76;77
prof_4962,professional,26,46;49
prof_4963,professional,15,59;61
prof_4964,professional,23,22;24;25;27
prof_4965,professional,36,1;4;7
prof_4966,professional,33,79;80
prof_4967,professional,39,50
prof_4968,professional,48,19;22;23
prof_4969,professional,35,88
prof_4970,professional,17,84;86
prof_4971,professional,20,31;33;34
prof_4972,professional,38,8;9;10;12
prof_4973,professional,53,39;41;44
prof_4974,professional,54,91
prof_4975,professional,28,43
prof_4976,professional,26,7;9;10
prof_4977,professional,32,14;16
prof_4978,professional,27,37
prof_4979,professional,39,48;51
prof_4980,professional,46,6;9
prof_4981,professional,10,76;79
prof_4982,professional,5,83;84;85
prof_4983,professional,16,25
prof_4984,professional,14,18;21
prof_4985,professional,36,89;91;92;95
prof_4986,professional,43,96;98
prof_4987,professional,44,30;32
prof_4988,professional,13,34;37;38;39
prof_4989,professional,8,31
prof_4990,professional,42,82;85;86
prof_4991,professional,38,78;80;81;82;83
prof_4992,professional,26,5
